,Empid,projectName,projectType,Tech_stack,startDate,endDate,role,Status
1538,Emp_384,TechSprint,E-commerce Platform,"['Kotlin', 'Node.js', 'UI/UX Design', 'Python']",1978-06-02,2024-04-14,Designer,Approved
1539,Emp_384,PixelWorks,Retail Management System,"['Angular', 'MySQL', 'Python', 'Cybersecurity']",1999-04-24,2024-04-24,Business Analyst,Approved
1540,Emp_385,NexGen Mobile Scheduler,Data Visualization Tool,"['Network Security', 'Artificial Intelligence', 'Ruby', 'Google Cloud Platform']",2001-06-07,2024-05-01,Performance Engineer,Approved
1541,Emp_385,LogicLane Project Tracker,Crypto Trader,"['Information Security', 'Continuous Deployment', 'Docker', 'Technical Writing']",1972-06-22,2024-04-25,Artificial Intelligence Engineer,Approved
1542,Emp_385,SwiftCode,Mobile App,"['Objective-C', 'RESTful API', 'Python', 'MongoDB']",1991-08-04,2024-04-21,DevOps Engineer,Approved
1543,Emp_385,Streamline Solutions CRM,Event Management Software,"['Objective-C', 'NoSQL', 'Java', 'Statistical Analysis']",1991-06-10,2024-05-03,Release Manager,Approved
1544,Emp_386,ByteBlitz Document Manager,Payment Gateway,"['Containerization', 'Angular', 'Wireframing', 'Agile Product Management']",1993-03-30,2024-05-04,Performance Engineer,Approved
1545,Emp_386,TechSprint,Event Management Software,"['Django', 'Docker', 'C#', 'User Stories']",2009-08-10,2024-04-18,Machine Learning Engineer,Approved
1546,Emp_386,DataForge Dashboard Creator,Ticketing System,"['Git', 'Behavior-Driven Development', 'React', 'DevOps']",2019-08-20,2024-04-24,Automation Tester,Approved
1547,Emp_386,MetaMind Chatbot Builder,Customer Relationship Management,"['MongoDB', 'Cybersecurity', 'Artificial Intelligence', 'Leadership']",1979-03-04,2024-04-17,Network Engineer,Approved
1548,Emp_387,DataCraft,Payment Gateway,"['Accessibility', 'UI/UX Design', 'MySQL', 'C#']",2007-06-08,2024-04-23,Artificial Intelligence Engineer,Approved
1549,Emp_387,DataSync,Supply Chain Management Software,"['Continuous Deployment', 'PHP', 'HTML', 'Machine Learning']",1971-01-27,2024-04-19,Business Analyst,Approved
1550,Emp_387,CyberTech,Appointment Scheduling Software,"['Vue.js', 'Problem Solving', 'RESTful API', 'Kubernetes']",1983-01-21,2024-05-01,Network Engineer,Approved
1551,Emp_387,Streamline Solutions CRM,Workflow Management Software,"['Angular', 'Cryptography', 'Business Analysis', 'Node.js']",2009-11-01,2024-04-08,Configuration Manager,Approved
1552,Emp_388,CodeCraft Web Builder,Virtual Assistant,"['Collaboration', '.NET', 'Prototyping', 'Information Security']",1987-10-14,2024-05-04,Configuration Manager,Approved
1553,Emp_388,AgileWare,Payment Gateway,"['Support', 'Interaction Design', 'JavaScript', 'C#']",2022-05-21,2024-04-26,Performance Engineer,Approved
1554,Emp_388,SwiftWave,Online Marketplace,"['Node.js', 'DevOps', 'Problem Solving', 'Technical Writing']",1997-12-20,2024-04-18,IT Support Specialist,Approved
1555,Emp_388,DataForge Dashboard Creator,Email Client,"['NoSQL', 'Java', 'Accessibility', 'Ruby']",2019-01-03,2024-04-24,Cybersecurity Specialist,Approved
1556,Emp_389,InnovaTech,Supply Chain Management Software,"['GraphQL', 'Problem Solving', 'Behavior-Driven Development', 'Continuous Deployment']",2007-06-09,2024-05-05,Project Manager,Approved
1557,Emp_389,AgileWare,Online Marketplace,"['Node.js', 'Containerization', 'GraphQL', 'Data Analysis']",1987-01-05,2024-04-18,Technical Architect,Approved
1558,Emp_389,DataSync,Survey Software,"['Azure', 'Java', 'Objective-C', 'Git']",1979-02-15,2024-05-05,Network Engineer,Approved
1559,Emp_389,Streamline Solutions CRM,Warehouse Management System,"['Docker', 'Documentation', 'Continuous Integration', 'Kubernetes']",2004-08-08,2024-04-20,Artificial Intelligence Engineer,Approved
1560,Emp_390,DataSync,Supply Chain Management Software,"['Objective-C', 'PHP', 'Collaboration', 'CSS']",2013-11-02,2024-05-02,Developer,Approved
1561,Emp_390,FusionSoft Email Client,Survey Software,"['Swift', 'Information Security', 'Containerization', 'User Stories']",2020-09-30,2024-04-29,UI/UX Designer,Approved
1562,Emp_390,SwiftShift Time Tracker,Ticketing System,"['Requirements Analysis', 'Cybersecurity', '.NET', 'Collaboration']",1995-04-25,2024-04-29,Product Manager,Approved
1563,Emp_390,SwiftCode,Social Networking Platform,"['Python', 'C#', 'Docker', 'Collaboration']",1999-09-19,2024-04-30,UI/UX Designer,Approved
1564,Emp_391,FusionSoft Email Client,Dashboard Creator,"['User Stories', 'Continuous Deployment', 'Test-Driven Development', 'Docker']",1976-11-07,2024-04-28,Technical Writer,Approved
1565,Emp_391,CatalystCommerce,Booking System,"['Problem Solving', 'SQL', 'Continuous Integration', 'RESTful API']",2016-01-05,2024-04-26,Artificial Intelligence Engineer,Approved
1566,Emp_391,PixelPlex Crypto Trader,Task Management Tool,"['PHP', 'Requirements Analysis', 'C#', 'DevOps']",2015-04-21,2024-04-26,Cloud Solutions Architect,Approved
1567,Emp_391,CyberTech,Retail Management System,"['Information Security', 'MySQL', 'Objective-C', 'Data Analysis']",1984-02-02,2024-04-27,Designer,Approved
1568,Emp_392,TechTrek Data Analyzer,Content Delivery Network,"['Ruby', '.NET', 'CSS', 'Data Visualization']",2006-07-04,2024-05-04,Developer,Approved
1569,Emp_392,PixelPulse,Warehouse Management System,"['Interaction Design', 'Artificial Intelligence', 'Machine Learning', 'HTML']",1985-07-20,2024-04-26,Quality Assurance Engineer,Approved
1570,Emp_392,InnovateSoft Budget Planner,Document Management System,"['UI/UX Design', 'Continuous Integration', 'Wireframing', 'Collaboration']",1991-11-08,2024-04-11,Business Analyst,Approved
1571,Emp_392,PixelWorks,Educational Software,"['Angular', 'Prototyping', 'Documentation', 'Accessibility']",1998-08-08,2024-04-25,DevOps Engineer,Approved
1572,Emp_393,CyberTech,Remote Support Tool,"['Communication', 'Ruby', 'Kubernetes', 'Vue.js']",1984-06-19,2024-04-17,Designer,Approved
1573,Emp_393,AgileTech,Customer Relationship Management,"['Angular', 'UI/UX Design', 'User Research', 'User Stories']",2001-09-29,2024-04-28,UI/UX Designer,Approved
1574,Emp_393,CodeCraft,Healthcare Management System,"['Cybersecurity', 'C#', 'Product Management', 'Data Analysis']",1977-02-09,2024-04-07,Quality Assurance Engineer,Approved
1575,Emp_393,PixelPulse,Customer Relationship Management,"['AWS', 'Support', 'PHP', 'Behavior-Driven Development']",2009-12-20,2024-04-22,Cybersecurity Specialist,Approved
1576,Emp_394,PixelPlex Crypto Trader,Booking System,"['Agile Methodologies', 'Business Analysis', 'MongoDB', 'Troubleshooting']",2023-10-09,2024-04-07,UI/UX Designer,Approved
1577,Emp_394,CodeCraft Web Builder,Desktop Software,"['CSS', 'Prototyping', 'Docker', 'Penetration Testing']",2008-12-10,2024-04-21,Cybersecurity Specialist,Approved
1578,Emp_394,Streamline Solutions CRM,Human Resource Management System,"['Data Visualization', 'Communication', 'React', 'MongoDB']",2011-07-12,2024-05-04,Quality Assurance Engineer,Approved
1579,Emp_394,DataWave,Accounting Software,"['Python', 'Ruby', 'Kubernetes', 'Leadership']",1972-07-05,2024-04-11,Data Scientist,Approved
1580,Emp_395,QuickTech Remote Support,Supply Chain Management Software,"['Problem Solving', 'Troubleshooting', 'Penetration Testing', 'Test-Driven Development']",1970-10-18,2024-04-21,Automation Tester,Approved
1581,Emp_395,PixelWare,Healthcare Management System,"['C#', 'Java', 'PostgreSQL', 'HTML']",1979-04-29,2024-04-29,Automation Tester,Approved
1582,Emp_395,SilverLinx POS System,Crypto Trader,"['Interaction Design', 'Collaboration', 'NoSQL', 'Technical Writing']",1995-01-25,2024-04-18,Release Manager,Approved
1583,Emp_395,InnovatePro,Customer Relationship Management,"['Flask', 'Agile Methodologies', 'RESTful API', 'Documentation']",1981-10-31,2024-04-20,IT Support Specialist,Approved
1584,Emp_396,DataPulse,Backup Solution,"['Cryptography', 'Requirements Analysis', 'Interaction Design', 'Information Security']",2001-02-10,2024-04-20,Artificial Intelligence Engineer,Approved
1585,Emp_396,CatalystCommerce,Crypto Trader,"['GraphQL', 'React', 'Support', 'PHP']",1977-01-14,2024-04-28,Database Administrator,Approved
1586,Emp_396,TechTrek Data Analyzer,Task Management Tool,"['NoSQL', 'CI/CD', 'Penetration Testing', 'Prototyping']",1978-07-29,2024-04-08,Configuration Manager,Approved
1587,Emp_396,AgileWare,Asset Management System,"['Data Science', 'Ruby', 'Swift', 'Documentation']",1972-11-26,2024-04-29,Designer,Approved
1588,Emp_397,DataPulse,Time Tracking Tool,"['Objective-C', 'Node.js', 'Swift', 'Documentation']",1976-05-03,2024-04-10,Technical Architect,Approved
1589,Emp_397,QuickTech Remote Support,Content Management System,"['AWS', 'Test-Driven Development', 'Statistical Analysis', 'Kotlin']",2012-07-30,2024-04-24,Machine Learning Engineer,Approved
1590,Emp_397,InnovateSoft Budget Planner,Healthcare Management System,"['Agile Product Management', 'Angular', 'HTML', 'Azure']",1970-09-27,2024-04-14,Configuration Manager,Approved
1591,Emp_397,DataBridge,Budget Planner,"['Scrum', 'JavaScript', 'PHP', 'Cryptography']",2013-10-23,2024-04-11,IT Support Specialist,Approved
1592,Emp_398,DataWave,Time Tracking Tool,"['Leadership', 'Behavior-Driven Development', 'Problem Solving', 'PHP']",1994-11-08,2024-04-07,Technical Writer,Approved
1593,Emp_398,QuickTech Remote Support,Survey Software,"['Collaboration', 'PHP', 'Technical Writing', 'Agile Methodologies']",1970-01-20,2024-04-07,Developer,Approved
1594,Emp_398,DataSync,Dashboard Creator,"['Angular', 'Communication', 'Git', 'Product Management']",2008-01-16,2024-04-17,Performance Engineer,Approved
1595,Emp_398,CyberCode Online Store,Workflow Management Software,"['Penetration Testing', 'Technical Writing', 'Interaction Design', 'Cybersecurity']",2013-07-04,2024-04-25,Developer,Approved
1596,Emp_399,InnovatePro,Time Tracking Tool,"['Network Security', 'DevOps', 'Continuous Deployment', 'Flask']",1998-12-22,2024-04-12,Release Manager,Approved
1597,Emp_399,Streamline Solutions CRM,Mobile App,"['Interaction Design', 'Machine Learning', 'Flask', 'Django']",2019-02-22,2024-04-19,Configuration Manager,Approved
1598,Emp_399,DataPulse,Chatbot,"['Continuous Deployment', 'HTML', 'Statistical Analysis', 'Technical Writing']",1998-10-25,2024-05-01,Project Manager,Approved
1599,Emp_399,DataForge Dashboard Creator,POS System,"['Scrum', 'Statistical Analysis', 'Continuous Integration', 'Machine Learning']",2015-10-18,2024-04-26,Database Administrator,Approved
1600,Emp_400,CyberLink,Document Management System,"['Statistical Analysis', 'Data Science', 'HTML', 'Microservices']",2012-06-02,2024-04-09,Artificial Intelligence Engineer,Approved
1601,Emp_400,ByteBoost,Data Visualization Tool,"['Google Cloud Platform', 'Behavior-Driven Development', 'JavaScript', 'User Stories']",2021-01-06,2024-04-12,Product Manager,Approved
1602,Emp_400,DataLink Inventory Tracker,Learning Management System,"['Data Analysis', 'Continuous Integration', 'Leadership', 'CSS']",1980-08-30,2024-04-14,Data Scientist,Approved
1603,Emp_400,DataWave,Remote Support Tool,"['PostgreSQL', 'Test-Driven Development', 'Google Cloud Platform', 'NoSQL']",2019-05-12,2024-04-30,Developer,Approved
1604,Emp_401,PixelPulse,Web Application,"['GraphQL', 'Agile Product Management', 'Collaboration', 'Wireframing']",1979-09-09,2024-04-14,Data Scientist,Approved
1605,Emp_401,BlueFinity Evoke,Backup Solution,"['Objective-C', 'Requirements Analysis', 'HTML', 'Flask']",2002-12-06,2024-05-04,IT Support Specialist,Approved
1606,Emp_401,CodeCraft,Content Management System,"['Support', 'SQL', 'Collaboration', 'GraphQL']",1990-08-31,2024-04-17,Data Scientist,Approved
1607,Emp_401,AgileWare,Fleet Management System,"['Azure', 'Django', 'Requirements Analysis', 'Documentation']",1995-03-03,2024-04-13,Artificial Intelligence Engineer,Approved
1608,Emp_402,LogicLane Project Tracker,Human Resource Management System,"['Cybersecurity', 'GraphQL', 'Interaction Design', 'Collaboration']",1996-08-06,2024-05-02,Technical Architect,Approved
1609,Emp_402,CyberCode Online Store,Learning Management System,"['Node.js', 'GraphQL', 'Scrum', 'UI/UX Design']",1972-10-13,2024-04-24,Designer,Approved
1610,Emp_402,AgileFlow,Event Management Software,"['CI/CD', 'DevOps', 'Network Security', 'C#']",1983-03-26,2024-04-15,Machine Learning Engineer,Approved
1611,Emp_402,CodeCraft Web Builder,Booking System,"['React', 'AWS', 'Azure', 'Penetration Testing']",1998-06-26,2024-04-26,Performance Engineer,Approved
1612,Emp_403,DataCraft,Asset Management System,"['GraphQL', 'Penetration Testing', 'Git', 'DevOps']",2006-09-26,2024-04-08,Technical Architect,Approved
1613,Emp_403,Streamline Solutions CRM,Booking System,"['HTML', 'Flask', 'Network Security', 'Angular']",1998-05-22,2024-05-02,DevOps Engineer,Approved
1614,Emp_403,ByteForge,Email Client,"['Prototyping', 'AWS', 'Agile Methodologies', 'Penetration Testing']",1983-04-25,2024-04-12,Database Administrator,Approved
1615,Emp_403,ByteBoost,Crypto Trader,"['Data Analysis', 'Angular', 'Problem Solving', 'Objective-C']",1993-02-10,2024-04-17,IT Support Specialist,Approved
1616,Emp_404,QuickTech Remote Support,Email Client,"['Kotlin', 'User Stories', 'Swift', 'Kubernetes']",1992-03-01,2024-04-18,Cybersecurity Specialist,Approved
1617,Emp_404,PixelWorks,Event Management Software,"['CI/CD', 'JavaScript', 'RESTful API', 'Accessibility']",1999-03-14,2024-05-01,Machine Learning Engineer,Approved
1618,Emp_404,VortexVision Virtual Assistant,Educational Software,"['Requirements Analysis', 'GraphQL', 'Responsive Design', 'Wireframing']",2011-06-10,2024-04-28,Release Manager,Approved
1619,Emp_404,TechSprint,Web Application,"['Google Cloud Platform', 'Kubernetes', 'C#', 'Support']",2018-01-17,2024-05-01,Technical Writer,Approved
1620,Emp_405,InnovateSoft Budget Planner,Retail Management System,"['Leadership', 'Machine Learning', 'Objective-C', 'PostgreSQL']",1973-07-26,2024-04-19,Release Manager,Approved
1621,Emp_405,TechSpark,Survey Software,"['CI/CD', 'Angular', 'SQL', 'Java']",1972-04-03,2024-04-25,Designer,Approved
1622,Emp_405,Streamline Solutions CRM,POS System,"['JavaScript', 'Machine Learning', 'Responsive Design', 'RESTful API']",1984-10-05,2024-05-05,Product Manager,Approved
1623,Emp_405,CodeCraft Web Builder,Accounting Software,"['JavaScript', 'Continuous Deployment', 'Behavior-Driven Development', 'RESTful API']",2012-06-23,2024-04-19,Project Manager,Approved
1624,Emp_406,PixelPulse,Web Application,"['Behavior-Driven Development', 'Data Analysis', 'Wireframing', 'RESTful API']",1972-02-22,2024-04-08,Product Manager,Approved
1625,Emp_406,ByteBlitz Document Manager,Data Visualization Tool,"['Behavior-Driven Development', 'Azure', 'React', 'Prototyping']",2004-11-09,2024-04-12,Developer,Approved
1626,Emp_406,QuickTech Remote Support,Web Application,"['Docker', 'Problem Solving', 'Cybersecurity', 'Swift']",1993-01-30,2024-04-17,Database Administrator,Approved
1627,Emp_406,PixelWare,Time Tracking Tool,"['C#', 'Django', 'Agile Product Management', 'Kotlin']",2022-04-19,2024-04-27,Performance Engineer,Approved
1628,Emp_407,SilverLinx POS System,Help Desk Software,"['.NET', 'Continuous Deployment', 'Support', 'Troubleshooting']",2015-01-31,2024-04-08,IT Support Specialist,Approved
1629,Emp_407,SwiftCode,Task Management Tool,"['Docker', 'Requirements Analysis', 'Data Visualization', 'Communication']",1975-12-19,2024-04-11,DevOps Engineer,Approved
1630,Emp_407,DataLink Inventory Tracker,Crypto Trader,"['Troubleshooting', 'Business Analysis', 'Data Science', 'Test-Driven Development']",1994-03-19,2024-05-04,Release Manager,Approved
1631,Emp_407,DataForge Dashboard Creator,Content Delivery Network,"['Cryptography', 'Objective-C', 'DevOps', 'Containerization']",1986-03-10,2024-04-08,Technical Writer,Approved
1632,Emp_408,CodeCraft Web Builder,Sales Forecasting Software,"['Swift', 'Cryptography', 'AWS', 'Documentation']",2016-12-02,2024-04-29,Technical Writer,Approved
1633,Emp_408,DataSync,E-commerce Platform,"['Vue.js', 'Machine Learning', 'Data Science', 'Kotlin']",2004-08-14,2024-04-30,Database Administrator,Approved
1634,Emp_408,CyberLink,Social Networking Platform,"['AWS', 'User Stories', 'PostgreSQL', 'Statistical Analysis']",1978-03-03,2024-04-19,IT Support Specialist,Approved
1635,Emp_408,EchoTech Task Manager,Survey Software,"['Kotlin', 'Interaction Design', 'SQL', 'Business Analysis']",1972-10-04,2024-04-27,Quality Assurance Engineer,Approved
1636,Emp_409,SwiftWave,Desktop Software,"['Information Security', 'Continuous Deployment', 'User Stories', 'JavaScript']",1990-12-03,2024-04-13,Performance Engineer,Approved
1637,Emp_409,TechSprint,Warehouse Management System,"['UI/UX Design', 'Agile Methodologies', 'Collaboration', 'Vue.js']",1991-11-02,2024-04-16,Developer,Approved
1638,Emp_409,DataSync,Data Analyzer,"['JavaScript', 'Machine Learning', 'Prototyping', 'CSS']",1971-07-02,2024-04-28,Developer,Approved
1639,Emp_409,CodeCraft Web Builder,Inventory Management System,"['Scrum', 'Data Visualization', 'AWS', 'Swift']",2008-06-22,2024-05-03,Network Engineer,Approved
1640,Emp_410,DataLink Inventory Tracker,Remote Support Tool,"['UI/UX Design', 'MySQL', 'HTML', 'AWS']",2013-07-27,2024-05-04,Network Engineer,Approved
1641,Emp_410,DataForge Dashboard Creator,Help Desk Software,"['Angular', 'DevOps', 'Technical Writing', 'Network Security']",2005-08-07,2024-05-05,UI/UX Designer,Approved
1642,Emp_410,Streamline Solutions CRM,Help Desk Software,"['Azure', 'CSS', 'Statistical Analysis', 'Test-Driven Development']",1985-11-17,2024-04-28,Performance Engineer,Approved
1643,Emp_410,DataCraft,Task Management Tool,"['Statistical Analysis', 'Data Science', 'Machine Learning', 'Microservices']",2022-01-14,2024-04-07,Cloud Solutions Architect,Approved
1644,Emp_411,TechNova Backup Solution,Web Application,"['Kubernetes', 'Communication', 'Objective-C', 'Machine Learning']",1986-08-22,2024-04-27,IT Support Specialist,Approved
1645,Emp_411,CodeCraft,Human Resource Management System,"['Scrum', 'AWS', 'DevOps', 'HTML']",2006-10-22,2024-04-07,Performance Engineer,Approved
1646,Emp_411,PixelWare,Fleet Management System,"['Product Management', 'Swift', 'Flask', 'Communication']",2019-04-06,2024-05-05,Machine Learning Engineer,Approved
1647,Emp_411,CodeCraft Web Builder,Fleet Management System,"['Data Science', 'Problem Solving', 'Product Management', 'Agile Methodologies']",2013-07-06,2024-04-20,IT Support Specialist,Approved
1648,Emp_412,AgileTech,Dashboard Creator,"['Swift', 'Cybersecurity', 'Agile Methodologies', 'Docker']",1971-07-28,2024-05-03,Network Engineer,Approved
1649,Emp_412,CodeCraft,Educational Software,"['Django', 'Docker', 'CSS', 'User Stories']",2002-07-20,2024-04-12,DevOps Engineer,Approved
1650,Emp_412,Streamline Solutions CRM,Crypto Trader,"['Penetration Testing', 'DevOps', 'Prototyping', 'Git']",1980-09-22,2024-04-25,DevOps Engineer,Approved
1651,Emp_412,DataPulse,Dashboard Creator,"['Vue.js', 'React', 'Problem Solving', 'UI/UX Design']",2001-05-20,2024-04-08,Release Manager,Approved
1652,Emp_413,FusionSoft Email Client,Human Resource Management System,"['Documentation', 'Product Management', 'Information Security', 'Behavior-Driven Development']",1989-07-18,2024-04-22,Cloud Solutions Architect,Approved
1653,Emp_413,SwiftCode,Survey Software,"['.NET', 'Docker', 'Azure', 'Documentation']",2018-09-03,2024-04-11,Quality Assurance Engineer,Approved
1654,Emp_413,AgileWare,Remote Support Tool,"['MySQL', 'Penetration Testing', 'HTML', 'GraphQL']",1983-08-22,2024-05-05,UI/UX Designer,Approved
1655,Emp_413,DataWave,Mobile App,"['Troubleshooting', 'PostgreSQL', 'User Stories', 'Python']",2007-01-06,2024-05-01,Automation Tester,Approved
1656,Emp_414,DataCraft,Virtual Assistant,"['Flask', 'PostgreSQL', 'Statistical Analysis', 'React']",1995-04-20,2024-05-03,Automation Tester,Approved
1657,Emp_414,AgileWare,Inventory Management System,"['Interaction Design', 'Agile Product Management', 'Vue.js', 'MySQL']",1976-04-07,2024-04-25,Technical Architect,Approved
1658,Emp_414,InnovateSoft Budget Planner,Budget Planner,"['Cybersecurity', 'Test-Driven Development', 'Data Analysis', 'Troubleshooting']",1978-02-23,2024-04-22,Technical Writer,Approved
1659,Emp_414,SilverLinx POS System,Dashboard Creator,"['Documentation', 'Cybersecurity', 'Swift', 'NoSQL']",2008-05-15,2024-04-14,Cybersecurity Specialist,Approved
1660,Emp_415,LogicLane Project Tracker,Chatbot,"['Git', 'Test-Driven Development', 'MongoDB', 'Machine Learning']",2012-07-03,2024-05-01,Artificial Intelligence Engineer,Approved
1661,Emp_415,PixelWorks,Help Desk Software,"['Data Analysis', 'Continuous Deployment', 'Responsive Design', 'Collaboration']",1987-01-19,2024-05-03,Release Manager,Approved
1662,Emp_415,VortexVision Virtual Assistant,Customer Relationship Management,"['Business Analysis', 'AWS', 'Scrum', 'C#']",1973-04-13,2024-04-14,Database Administrator,Approved
1663,Emp_415,FusionSoft Email Client,Email Client,"['Kotlin', 'Test-Driven Development', 'Azure', 'Collaboration']",2006-06-14,2024-04-09,Database Administrator,Approved
1664,Emp_416,MetaMind Chatbot Builder,Task Management Tool,"['Data Science', 'Agile Product Management', 'PostgreSQL', 'Cryptography']",1982-05-01,2024-04-15,Designer,Approved
1665,Emp_416,FusionSoft Email Client,Mobile App,"['Product Management', 'Machine Learning', 'Git', 'Data Visualization']",1994-12-09,2024-05-01,Developer,Approved
1666,Emp_416,SwiftShift Time Tracker,Project Management Software,"['C#', 'RESTful API', 'Kubernetes', 'Machine Learning']",1985-06-05,2024-05-02,Product Manager,Approved
1667,Emp_416,DataBridge,Virtual Assistant,"['Microservices', 'AWS', 'Artificial Intelligence', 'Objective-C']",1990-09-12,2024-04-09,Product Manager,Approved
1668,Emp_417,DataBridge,Customer Relationship Management,"['Documentation', 'Leadership', 'Problem Solving', 'Machine Learning']",1993-01-01,2024-05-03,Cybersecurity Specialist,Approved
1669,Emp_417,CatalystCommerce,Dashboard Creator,"['Django', 'Git', 'AWS', 'CSS']",2012-03-25,2024-05-01,Artificial Intelligence Engineer,Approved
1670,Emp_417,SwiftCode,Budget Planner,"['Prototyping', 'User Research', 'Responsive Design', 'Requirements Analysis']",1976-04-15,2024-04-27,Release Manager,Approved
1671,Emp_417,DataCraft,Crypto Trader,"['MySQL', 'Angular', 'Business Analysis', 'RESTful API']",2006-02-13,2024-05-03,UI/UX Designer,Approved
1672,Emp_418,QuickTech Remote Support,Email Client,"['AWS', 'Continuous Deployment', 'RESTful API', 'Kotlin']",2018-02-12,2024-05-02,Machine Learning Engineer,Approved
1673,Emp_418,TechSprint,Backup Solution,"['Technical Writing', 'NoSQL', 'Node.js', 'MongoDB']",2008-06-05,2024-05-05,Database Administrator,Approved
1674,Emp_418,EchoTech Task Manager,Healthcare Management System,"['NoSQL', 'Communication', 'MongoDB', 'Prototyping']",1981-01-26,2024-04-27,Release Manager,Approved
1675,Emp_418,TechTrek Data Analyzer,Backup Solution,"['Statistical Analysis', 'NoSQL', 'Behavior-Driven Development', 'Leadership']",1974-08-25,2024-04-30,Business Analyst,Approved
1676,Emp_419,DataCraft,Content Management System,"['HTML', 'Troubleshooting', 'Communication', 'RESTful API']",2008-03-03,2024-04-24,Configuration Manager,Approved
1677,Emp_419,DataSync,Task Management Tool,"['.NET', 'Product Management', 'Docker', 'Angular']",1995-03-31,2024-04-13,Developer,Approved
1678,Emp_419,SwiftShift Time Tracker,Document Management System,"['Prototyping', 'Google Cloud Platform', 'User Research', 'PostgreSQL']",2014-08-20,2024-04-26,Artificial Intelligence Engineer,Approved
1679,Emp_419,CatalystCommerce,Supply Chain Management Software,"['JavaScript', 'Technical Writing', 'Java', 'Prototyping']",2006-03-28,2024-04-22,Project Manager,Approved
1680,Emp_420,ByteForge,Content Management System,"['Support', 'Cybersecurity', 'Product Management', 'Continuous Integration']",2024-04-01,2024-04-17,Technical Architect,Approved
1681,Emp_420,AgileWare,Budget Planner,"['Collaboration', 'Continuous Integration', 'User Research', 'Communication']",1971-08-28,2024-04-25,Designer,Approved
1682,Emp_420,PixelWare,POS System,"['RESTful API', 'Collaboration', 'DevOps', 'GraphQL']",2001-05-03,2024-04-11,Machine Learning Engineer,Approved
1683,Emp_420,PixelWorks,Healthcare Management System,"['PostgreSQL', 'JavaScript', 'Docker', 'Data Science']",1987-12-16,2024-04-18,Automation Tester,Approved
1684,Emp_421,AgileFlow,Ticketing System,"['Docker', 'Responsive Design', 'Azure', 'Prototyping']",2013-06-13,2024-04-28,Performance Engineer,Approved
1685,Emp_421,Streamline Solutions CRM,Learning Management System,"['Prototyping', 'Node.js', 'Collaboration', 'Cryptography']",2020-08-26,2024-04-19,Configuration Manager,Approved
1686,Emp_421,DataBridge,Web Application,"['Product Management', 'Agile Product Management', 'Information Security', 'RESTful API']",1981-08-11,2024-04-23,Automation Tester,Approved
1687,Emp_421,PixelPulse,Mobile App,"['Agile Product Management', 'Kotlin', 'MySQL', 'Collaboration']",1986-02-23,2024-04-17,Developer,Approved
1688,Emp_422,TechSpark,Web Application,"['Angular', 'SQL', 'Network Security', 'Objective-C']",1996-07-18,2024-04-25,IT Support Specialist,Approved
1689,Emp_422,DataCraft,Learning Management System,"['SQL', 'Agile Product Management', 'UI/UX Design', 'Documentation']",2015-09-24,2024-04-07,Data Scientist,Approved
1690,Emp_422,CatalystCommerce,Web Application,"['Continuous Integration', 'Behavior-Driven Development', 'Scrum', 'Data Analysis']",2021-09-05,2024-05-03,Release Manager,Approved
1691,Emp_422,TechNova Backup Solution,Workflow Management Software,"['RESTful API', 'Troubleshooting', 'C#', 'Technical Writing']",1973-05-19,2024-04-14,Cloud Solutions Architect,Approved
1692,Emp_423,InnovatePro,Virtual Assistant,"['Support', 'CI/CD', 'Continuous Integration', 'NoSQL']",1973-10-07,2024-05-01,Network Engineer,Approved
1693,Emp_423,AgileTech,Budget Planner,"['Continuous Deployment', 'MySQL', 'Kubernetes', 'Wireframing']",1995-06-03,2024-05-04,Product Manager,Approved
1694,Emp_423,FusionSoft Email Client,Accounting Software,"['Objective-C', 'Support', 'NoSQL', 'C#']",2001-10-08,2024-04-12,Automation Tester,Approved
1695,Emp_423,PixelWorks,Supply Chain Management Software,"['Java', 'HTML', 'Problem Solving', 'Interaction Design']",2021-12-10,2024-04-25,Performance Engineer,Approved
1696,Emp_424,DataPulse,Content Delivery Network,"['Communication', 'Machine Learning', 'User Research', 'PHP']",1984-02-07,2024-04-22,Release Manager,Approved
1697,Emp_424,MetaMind Chatbot Builder,Sales Forecasting Software,"['Kotlin', 'Scrum', 'Cybersecurity', 'Microservices']",2006-12-13,2024-05-02,Data Scientist,Approved
1698,Emp_424,DataSync,Ticketing System,"['GraphQL', 'SQL', 'Python', 'Interaction Design']",1983-07-29,2024-04-12,Artificial Intelligence Engineer,Approved
1699,Emp_424,Streamline Solutions CRM,Learning Management System,"['Communication', 'JavaScript', 'MySQL', 'Agile Product Management']",2000-05-03,2024-05-04,Product Manager,Approved
1700,Emp_425,SwiftCode,Booking System,"['DevOps', 'Containerization', 'MongoDB', 'Data Visualization']",1996-11-04,2024-05-03,DevOps Engineer,Approved
1701,Emp_425,InnovatePro,Asset Management System,"['Agile Product Management', 'NoSQL', 'MongoDB', 'Artificial Intelligence']",1979-01-15,2024-04-11,Product Manager,Approved
1702,Emp_425,DataForge Dashboard Creator,Fleet Management System,"['Git', 'Continuous Deployment', 'Collaboration', 'Data Science']",2022-09-20,2024-04-27,Technical Architect,Approved
1703,Emp_425,BlueFinity Evoke,Payment Gateway,"['AWS', 'Problem Solving', 'Python', 'Wireframing']",2013-02-12,2024-05-01,Cloud Solutions Architect,Approved
